Temp,Turbidity (cm),DO(mg/L),BOD (mg/L),pH,Ammonia (mg L-1 ),Nitrite (mg L-1 ),Water Quality
"33,66","23,64","5,3671","3,6916","6,4262","0,0408","1,1031",1
"31,81","23,27","5,6244","4,4897","9,4236","0,0281","0,0439",1
"31,95","24,77","6,5888","2,4040","6,3134","0,0280","1,6447",1
"30,65","26,03","7,3180","2,8598","9,4884","0,0418","0,7900",1
"33,70","20,37","7,8452","5,9583","6,1227","0,0412","1,8695",1
"18,69","22,01","5,2603","5,8436","6,2200","0,0388","0,1231",1
"17,36","29,82","6,2461","4,6181","6,0487","0,0394","0,3197",1
"34,90","21,39","6,8922","5,1499","6,3652","0,0432","1,3510",1
"30,65","25,60","7,6777","4,2821","6,3375","0,0491","0,1544",1
"32,00","18,44","6,6598","5,4081","9,3605","0,0296","1,8025",1
"30,53","16,20","6,9165","4,0615","6,4287","0,0370","0,4328",1
"33,56","15,32","5,7786","5,2524","9,1980","0,0384","0,1351",1
"33,44","29,93","5,9722","2,8838","6,0498","0,0289","0,9026",1
"31,04","21,84","6,1172","2,5966","6,3611","0,0259","1,8655",1
"33,84","24,80","6,6852","4,3066","6,1437","0,0311","0,2153",1
"18,10","26,74","5,1140","2,2565","6,0410","0,0359","1,1495",1
"16,29","22,29","7,6277","3,2173","9,3299","0,0389","1,6883",1
"30,16","27,54","7,0310","3,7536","6,2314","0,0312","1,9454",1
"32,94","20,15","7,6260","4,5570","9,2666","0,0388","0,4066",1
"31,01","22,39","5,5911","3,0203","9,4811","0,0274","0,2700",1
"17,81","18,50","6,3333","4,0272","9,1576","0,0255","1,4607",1
"19,32","19,97","6,1313","5,3405","6,0796","0,0279","0,6165",1
"16,38","20,48","5,1003","4,5552","9,2666","0,0284","0,9049",1
"34,57","22,92","5,2955","2,2076","9,3227","0,0259","0,1625",1
"16,86","29,28","5,1426","5,4998","6,3765","0,0355","1,0061",1
"30,55","17,71","7,6571","4,2195","9,3142","0,0318","0,5810",1
"33,77","17,38","5,9477","5,2919","9,0642","0,0313","1,7881",1
"17,12","22,94","5,9241","3,6990","9,4758","0,0463","0,8790",1
"31,47","29,32","5,3383","2,7995","6,2978","0,0295","0,1902",1
"33,52","18,42","5,3241","2,6421","9,3413","0,0346","0,4143",1
"31,81","27,17","6,8141","2,7541","6,4558","0,0449","1,1478",1
"17,42","21,77","5,5900","5,9714","9,0631","0,0401","0,6453",1
"15,79","25,71","5,7250","2,9772","9,4167","0,0420","0,8145",1
"19,30","22,57","6,5212","2,1558","9,3348","0,0400","1,1879",1
"30,30","24,89","5,2475","2,5773","6,3864","0,0392","0,8503",1
"33,38","28,63","7,4822","5,7024","9,2222","0,0457","1,5135",1
"16,99","22,05","6,6998","3,2033","6,2328","0,0350","1,7499",1
"19,68","26,63","6,2700","3,7418","9,2578","0,0420","0,5072",1
"18,01","17,86","7,4270","4,0439","9,4730","0,0317","0,1286",1
"31,31","19,50","5,6286","4,6689","9,4828","0,0487","0,8946",1
"31,26","19,05","5,1724","2,7121","6,2400","0,0426","0,1080",1
"34,31","22,15","6,6516","2,7561","9,2643","0,0415","1,6990",1
"18,99","29,85","6,5012","5,6230","9,1791","0,0276","0,4403",1
"34,58","15,91","6,4216","2,3493","6,0130","0,0283","1,3939",1
"17,93","16,56","6,3886","4,5893","9,1868","0,0315","1,5689",1
"33,44","19,79","7,4589","5,1714","6,0186","0,0458","1,3956",1
"31,54","26,37","5,5179","5,2628","6,4408","0,0357","1,4782",1
"32,08","24,80","7,6014","3,5943","6,0659","0,0375","0,3229",1
"16,25","21,12","6,6177","5,2311","6,3228","0,0297","0,4690",1
"17,39","16,92","5,2738","3,1373","6,2257","0,0309","0,5914",1
"18,98","27,96","6,9051","4,5638","6,1538","0,0269","0,6399",1
"16,21","16,38","6,6575","5,7585","6,4007","0,0468","0,4083",1
"31,33","25,88","7,2915","5,0224","9,2752","0,0473","0,3819",1
"18,70","16,17","6,0224","4,2742","6,1473","0,0490","1,9754",1
"33,45","19,12","7,9244","3,6921","6,3176","0,0466","1,9716",1
"19,58","29,54","6,4977","4,4084","9,3127","0,0331","0,1265",1
"18,69","27,82","6,8093","4,6441","9,4182","0,0437","1,2967",1
"16,06","28,76","6,4914","2,5921","9,4440","0,0335","1,7230",1
"15,30","29,84","6,9530","4,1028","9,1598","0,0428","1,8592",1
"17,50","24,78","5,0785","5,8323","9,1629","0,0301","0,6858",1
"17,79","19,23","7,8589","2,9475","9,0203","0,0320","1,0969",1
"17,92","21,77","6,2315","5,2304","9,2119","0,0393","1,4930",1
"17,80","16,12","5,0748","2,3122","6,4674","0,0280","1,0124",1
"31,31","23,24","6,7476","2,3043","9,0307","0,0429","0,0806",1
"16,01","18,11","6,4430","4,5628","9,0778","0,0500","0,7572",1
"34,10","22,93","7,0969","3,0227","6,3140","0,0299","0,8503",1
"18,96","27,85","5,2325","3,1182","9,2035","0,0306","0,3166",1
"16,85","21,93","6,7219","2,5262","9,4708","0,0470","0,3729",1
"17,74","17,85","5,8076","3,1137","9,3898","0,0346","0,6903",1
"34,41","16,35","6,7777","5,6236","9,4266","0,0250","1,8213",1
"31,86","21,18","7,6175","2,1182","9,0817","0,0330","1,8464",1
"34,53","18,36","6,9547","2,5766","9,1620","0,0265","0,9565",1
"16,40","28,67","6,0131","5,3611","6,4081","0,0390","1,3646",1
"31,79","15,83","7,2317","5,4361","9,1703","0,0408","0,5722",1
"34,54","22,56","5,8423","5,3051","9,3516","0,0356","1,6500",1
"15,65","26,22","6,0807","4,5448","9,4252","0,0256","1,4486",1
"30,13","20,59","7,6007","3,0914","6,2050","0,0468","1,8502",1
"33,00","23,54","5,1075","4,0783","6,2200","0,0403","1,4917",1
"32,50","19,70","7,8338","2,8347","6,2926","0,0465","0,7000",1
"19,49","19,39","5,1876","2,8655","9,2581","0,0401","0,1315",1
"19,67","16,02","7,1584","2,7894","6,1734","0,0253","1,1035",1
"33,82","20,19","5,7590","2,8242","6,0604","0,0281","1,2327",1
"16,46","29,81","7,9563","4,6314","6,2127","0,0382","1,0813",1
"19,56","17,06","7,0889","4,3320","9,2635","0,0358","1,8792",1
"33,16","24,56","6,0014","5,8479","6,2305","0,0383","0,0986",1
"19,82","22,36","5,9666","5,9881","6,4832","0,0352","0,3224",1
"17,11","23,69","6,5421","4,3049","9,3013","0,0461","1,3890",1
"34,69","24,10","6,2452","3,8027","6,0606","0,0379","0,8159",1
"15,42","19,28","7,8790","3,6158","6,1214","0,0449","0,5961",1
"31,67","17,96","6,3757","5,2668","9,3417","0,0259","1,4853",1
"19,90","21,55","5,7687","3,5408","6,3890","0,0395","0,2272",1
"34,69","21,39","6,4354","4,3946","9,4131","0,0292","1,4665",1
"19,28","26,00","7,8195","2,1128","6,1014","0,0401","1,4631",1
"33,52","22,81","5,3072","5,3986","6,4248","0,0326","0,3872",1
"32,45","17,81","7,3540","5,3434","9,1070","0,0401","0,1391",1
"31,30","21,71","7,0767","3,2467","9,4887","0,0487","1,0986",1
"16,87","19,18","7,7158","2,4313","9,0120","0,0267","1,2077",1
"32,94","28,80","7,9318","2,8129","6,3024","0,0375","1,3485",1
"32,09","29,45","5,3206","2,2464","6,4835","0,0342","1,1986",1
"34,79","27,02","5,2215","2,2671","6,3591","0,0334","0,9539",1
"33,90","27,42","6,1636","2,3964","9,0631","0,0302","1,3768",1
"32,51","18,52","7,0247","5,7466","9,3037","0,0489","0,8762",1
"32,56","23,68","5,5419","4,4133","9,3547","0,0276","1,1440",1
"30,64","22,80","7,5741","5,4521","6,2701","0,0416","1,4466",1
"17,31","27,34","6,4651","3,1134","6,3479","0,0353","1,6736",1
"17,05","25,53","5,2258","4,0544","9,2289","0,0333","1,9622",1
"15,74","23,75","6,2888","4,0007","9,4504","0,0335","1,6336",1
"31,72","22,18","5,3057","5,7336","9,2884","0,0262","0,0868",1
"33,74","20,60","5,3589","4,6403","9,3504","0,0466","0,7075",1
"17,72","28,15","6,5984","4,9195","6,0952","0,0494","1,5897",1
"17,00","17,80","5,2838","5,1577","6,4436","0,0373","1,4220",1
"34,12","21,55","7,5398","5,2235","9,3032","0,0272","1,1766",1
"17,68","21,37","5,9218","3,3333","6,3112","0,0353","1,2924",1
"32,28","27,44","5,2298","2,4349","6,2825","0,0444","0,9716",1
"32,21","24,86","5,8207","4,7107","9,1826","0,0265","0,4673",1
"32,97","20,40","7,1162","2,2106","9,2139","0,0251","1,7389",1
"18,48","21,08","5,7955","4,7617","9,3829","0,0308","0,0273",1
"32,06","20,01","7,6171","4,7118","9,2466","0,0348","1,9617",1
"17,75","21,72","7,7877","5,2007","6,0271","0,0287","1,4092",1
"16,52","23,43","5,7996","5,1452","6,2031","0,0429","1,3289",1
"34,99","23,51","6,0905","3,4203","6,3308","0,0404","1,5920",1
"18,34","28,73","7,4508","5,4252","9,2914","0,0266","1,3343",1
"19,77","25,17","5,3255","4,9482","6,2650","0,0286","1,6831",1
"18,17","18,65","5,6123","3,2699","6,4728","0,0468","0,6753",1
"15,86","29,43","6,1192","4,1743","9,4411","0,0350","1,4400",1
"30,09","23,79","7,3078","3,7227","9,0648","0,0489","0,1489",1
"30,47","28,46","5,3285","4,7296","9,0244","0,0445","0,4668",1
"16,02","18,44","7,8456","2,9225","9,4277","0,0433","0,4613",1
"30,13","21,44","7,4196","2,2840","9,3663","0,0451","0,9594",1
"16,61","28,92","6,7373","2,7834","6,1876","0,0312","0,2538",1
"19,38","24,25","5,0931","2,8694","9,0331","0,0444","0,2651",1
"16,48","27,90","7,7595","2,0434","9,2760","0,0488","1,9796",1
"15,64","20,37","6,2727","5,0874","6,3044","0,0492","1,4422",1
"31,44","23,29","5,8557","4,0073","9,3900","0,0433","0,2658",1
"19,40","23,24","5,7192","4,3492","9,0274","0,0292","1,3889",1
"15,50","26,23","6,3843","3,7470","9,3577","0,0271","1,6309",1
"34,47","24,11","6,8564","4,0092","6,0343","0,0432","1,8972",1
"16,81","22,57","5,0112","2,7767","9,3594","0,0315","1,5657",1
"31,96","16,63","7,0930","2,9308","6,2824","0,0275","0,9815",1
"31,35","22,55","7,7836","2,8801","9,2819","0,0479","1,8206",1
"34,14","24,03","7,5052","4,3911","6,4623","0,0383","1,1212",1
"31,97","27,79","6,8487","3,0278","9,0959","0,0389","1,7301",1
"34,63","15,08","6,6256","5,2672","6,2283","0,0423","1,9479",1
"30,48","26,82","7,1820","3,5676","6,0390","0,0260","1,9488",1
"16,40","25,42","7,0290","3,3614","6,4505","0,0491","1,0660",1
"32,28","26,67","6,6925","2,9551","6,3889","0,0422","0,4532",1
"16,58","19,00","7,6703","5,5057","9,2765","0,0429","0,6708",1
"32,15","21,91","5,1345","4,1575","6,0589","0,0340","1,4722",1
"16,55","27,45","7,7079","2,3188","6,3935","0,0264","1,6523",1
"32,14","21,61","6,5910","2,4111","9,2016","0,0483","0,2688",1
"16,96","15,93","6,1530","4,8062","6,3973","0,0457","1,1969",1
"30,54","26,46","5,8591","5,4742","6,1284","0,0476","0,8475",1
"30,11","29,08","6,2562","5,2952","9,3567","0,0265","1,0807",1
"17,74","15,21","7,6780","4,1430","6,1917","0,0314","1,3367",1
"34,41","15,75","5,9432","3,3905","6,1374","0,0449","0,2233",1
"33,86","16,23","7,6439","4,9507","6,2070","0,0254","1,1498",1
"15,40","21,15","7,5126","2,8575","9,3597","0,0274","1,3546",1
"17,12","21,51","6,3217","2,3165","6,0516","0,0274","1,2373",1
"32,41","17,57","6,4295","3,0175","9,4304","0,0389","1,0740",1
"33,56","23,50","5,2514","2,2360","9,4439","0,0378","0,7853",1
"33,18","29,30","7,2553","5,7253","6,0628","0,0281","1,3729",1
"33,01","20,34","6,6312","4,1244","9,1532","0,0354","0,8920",1
"30,16","22,45","7,0590","4,5157","6,0817","0,0372","0,7191",1
"18,67","29,47","7,3555","5,7055","9,1544","0,0275","0,5865",1
"31,07","29,70","6,8831","4,8737","6,2013","0,0284","0,1147",1
"19,13","18,30","7,0816","3,4686","9,3548","0,0474","1,7007",1
"34,42","28,18","5,6262","2,0783","6,0347","0,0319","1,6347",1
"34,98","18,37","6,8538","3,0060","6,1759","0,0440","0,0994",1
"17,58","22,13","5,3704","2,9192","9,2447","0,0409","1,9231",1
"15,06","28,01","5,3492","5,2766","6,1455","0,0450","1,8884",1
"16,45","28,59","7,5108","5,3006","6,3095","0,0405","1,5444",1
"31,84","24,85","7,0961","4,7072","9,1176","0,0266","1,6595",1
"34,47","28,23","5,0473","3,5439","9,0574","0,0379","1,5816",1
"31,49","25,78","7,1235","5,0782","6,1183","0,0424","0,9911",1
"17,93","18,59","5,8931","4,0916","9,4504","0,0387","0,4142",1
"32,62","29,67","7,2898","5,7104","6,4687","0,0383","0,0314",1
"30,24","18,97","5,9067","2,6321","9,3459","0,0386","0,1769",1
"18,92","15,99","7,9029","4,8022","6,2773","0,0488","1,1225",1
"30,30","20,50","7,7927","3,6164","6,4467","0,0397","0,9217",1
"18,15","19,90","5,8131","4,9112","9,3311","0,0353","1,9686",1
"32,11","19,79","5,2982","5,6975","9,0475","0,0346","1,8788",1
"17,89","18,80","7,6815","3,7352","9,2933","0,0480","1,6042",1
"34,01","15,79","5,8526","5,4054","9,1059","0,0301","1,7922",1
"34,78","15,44","6,3779","3,2365","9,1512","0,0310","0,6466",1
"33,47","18,55","5,3457","4,9581","6,2534","0,0285","0,9043",1
"31,13","25,95","5,7131","5,6230","6,4295","0,0262","1,8934",1
"19,71","25,93","7,3583","3,4491","6,1765","0,0349","1,1846",1
"33,91","27,26","5,5133","4,6486","6,3024","0,0289","1,4417",1
"34,54","25,04","7,5644","4,4288","9,2930","0,0459","1,3306",1
"17,82","29,05","5,3627","2,9618","9,2589","0,0467","0,3032",1
"18,49","23,85","7,3897","3,3189","9,0591","0,0280","0,4011",1
"34,55","27,31","6,0215","4,3856","6,4239","0,0404","1,6723",1
"34,07","24,62","7,6881","5,1627","9,2231","0,0499","0,6391",1
"34,82","28,38","7,0615","5,4065","6,3827","0,0333","1,5385",1
"19,75","26,41","5,4724","3,4805","6,0114","0,0384","1,9857",1
"32,50","26,83","7,9745","5,7603","9,4128","0,0336","0,6389",1
"30,08","20,82","6,7897","4,9751","9,1716","0,0288","0,4501",1
"19,25","25,84","5,2501","2,5202","9,3903","0,0369","0,1998",1
"30,80","19,96","5,8724","4,0707","6,0512","0,0353","1,8327",1
"16,66","26,13","5,8537","5,1932","6,0165","0,0324","1,3129",1
"30,95","17,75","5,1390","4,9833","9,4925","0,0269","0,1636",1
"19,02","18,86","5,3778","2,5716","9,2371","0,0492","0,2800",1
"30,78","16,85","6,0756","4,4888","9,2114","0,0296","0,2077",1
"17,41","21,12","5,9382","5,9754","9,1685","0,0394","1,8969",1
"33,91","24,00","6,8991","2,8048","6,2734","0,0254","1,9603",1
"17,07","27,91","7,0596","4,5633","9,0401","0,0467","0,0307",1
"30,53","15,97","5,9740","3,9151","9,2391","0,0389","1,2072",1
"31,69","26,14","7,4696","3,4591","9,1585","0,0418","1,9123",1
"31,83","23,26","5,9569","3,4467","9,4290","0,0493","0,1717",1
"18,30","22,06","6,9451","3,4153","6,0030","0,0470","0,0340",1
"17,99","22,22","7,3918","4,8786","6,1954","0,0275","1,3839",1
"15,37","18,14","5,8724","4,7848","9,4556","0,0487","0,3386",1
"15,08","24,99","5,4877","5,0752","6,1549","0,0346","1,5236",1
"33,20","24,17","5,7683","3,5239","9,2743","0,0317","0,4291",1
"32,65","29,71","6,2191","5,9532","6,2944","0,0490","1,1359",1
"16,54","16,20","5,6021","5,0011","6,4744","0,0410","1,4820",1
"17,44","24,19","6,8821","5,7043","9,4413","0,0380","0,1288",1
"18,56","26,59","7,0025","4,7195","6,4239","0,0495","1,6620",1
"17,77","19,21","5,7610","2,8248","9,3469","0,0456","1,3357",1
"30,34","15,17","7,0326","2,4790","9,1909","0,0307","1,7056",1
"19,99","16,78","5,8633","5,3597","9,1979","0,0368","0,4640",1
"16,61","15,83","7,7624","5,4091","6,0320","0,0281","1,0898",1
"19,31","26,23","5,1464","2,8204","6,1344","0,0372","1,6398",1
"15,44","29,00","6,5748","4,3279","6,1401","0,0381","1,7400",1
"30,14","15,57","6,9146","5,4175","6,0805","0,0480","1,6870",1
"19,75","17,05","5,8979","3,6661","6,4683","0,0339","0,8440",1
"33,96","17,71","7,3886","2,5084","6,0858","0,0269","1,1738",1
"18,53","27,95","7,2823","3,8926","9,3029","0,0408","0,8288",1
"32,21","20,49","6,0663","4,4527","6,3769","0,0465","1,2182",1
"33,43","23,34","6,2882","4,4463","6,3007","0,0481","1,6582",1
"30,98","27,45","6,2619","3,7542","9,3603","0,0374","0,1232",1
"19,47","23,93","5,4169","3,5059","9,0887","0,0434","0,7797",1
"31,10","15,79","7,9211","2,4414","6,1879","0,0382","1,4573",1
"15,35","26,36","6,3366","4,0712","9,2648","0,0379","1,0535",1
"15,82","26,00","7,3906","5,5361","6,3573","0,0468","0,2484",1
"19,42","24,23","6,9942","2,2817","6,3890","0,0408","0,8137",1
"31,94","15,57","7,1462","4,9833","6,4419","0,0340","1,1436",1
"33,74","20,62","7,8310","5,9241","6,1108","0,0394","0,6143",1
"16,03","20,67","5,9753","3,6279","9,2146","0,0386","0,4967",1
"17,92","23,81","5,1127","2,3915","9,3872","0,0394","1,7659",1
"19,62","18,32","7,0697","5,2537","6,3396","0,0328","0,7251",1
"16,00","24,50","5,5496","3,8455","9,3986","0,0405","0,8752",1
"16,08","18,26","5,2571","4,4591","9,0503","0,0301","0,3116",1
"32,75","16,05","7,4027","4,6360","6,3515","0,0272","1,5785",1
"19,95","25,00","5,0399","4,8811","6,1163","0,0452","0,8102",1
"19,49","28,50","6,8241","4,5164","9,2246","0,0332","1,9390",1
"17,73","29,94","7,2297","5,5789","6,3668","0,0474","0,7998",1
"30,42","25,06","7,9044","2,2944","6,1086","0,0473","1,7009",1
"19,06","28,99","6,8660","2,0583","6,3824","0,0399","0,4450",1
"32,05","23,28","5,4670","3,3764","9,3675","0,0442","1,7127",1
"34,60","25,37","6,3167","4,2943","6,0380","0,0263","0,6880",1
"15,64","22,25","5,9488","4,8123","6,3116","0,0431","0,1580",1
"19,07","17,58","6,4321","4,6626","6,0913","0,0426","0,1217",1
"15,61","20,63","6,9454","5,9746","6,4222","0,0251","1,5616",1
"30,35","26,74","5,5139","3,9339","9,4050","0,0351","1,3201",1
"32,84","18,55","5,1643","2,7993","9,4145","0,0301","0,0514",1
"30,22","26,59","5,5839","4,5366","6,0687","0,0472","0,3484",1
"17,94","16,15","5,1587","3,9273","9,4194","0,0365","1,6542",1
"33,57","19,00","5,9135","2,6255","6,4796","0,0483","0,8908",1
"17,07","16,88","7,7852","2,5237","9,3917","0,0299","1,9425",1
"18,24","20,75","7,6760","2,6891","9,3574","0,0343","0,5827",1
"31,47","27,31","5,4580","3,4514","9,0888","0,0477","0,2465",1
"33,85","18,92","7,8162","4,6031","9,4937","0,0375","1,3651",1
"31,00","16,31","6,4235","3,5336","9,4879","0,0290","1,4636",1
"16,20","15,56","6,7340","2,3794","9,1706","0,0470","0,9638",1
"18,27","20,76","5,9153","3,8624","6,3813","0,0395","0,5566",1
"33,20","25,55","5,4696","2,1484","6,2157","0,0303","1,1394",1
"30,74","27,75","7,4556","2,1232","6,4155","0,0472","0,4376",1
"18,97","27,18","5,5303","3,3664","6,4446","0,0482","1,0092",1
"16,00","15,43","5,2673","3,4916","6,2046","0,0359","1,4760",1
"32,33","24,57","6,3550","4,2390","6,2926","0,0383","1,0608",1
"30,74","29,04","7,1599","4,0753","6,4024","0,0395","1,1235",1
"30,86","22,68","5,1636","3,4102","9,4733","0,0363","0,3982",1
"30,48","17,56","6,3486","2,5857","6,0263","0,0360","1,7684",1
"32,49","24,52","5,6100","3,6136","6,0445","0,0335","1,6314",1
"19,12","25,38","5,7462","3,1628","9,2538","0,0443","0,4021",1
"18,91","29,66","7,7103","4,0525","9,4227","0,0497","0,5848",1
"34,43","26,95","6,2780","4,3739","6,3243","0,0403","1,7435",1
"30,17","21,20","7,5130","5,4182","9,2982","0,0381","1,4831",1
"31,55","26,50","6,0803","5,8761","9,1880","0,0362","1,2302",1
"34,98","20,55","6,2609","3,3610","9,0208","0,0470","1,9548",1
"16,15","29,45","7,7041","2,5053","6,3814","0,0491","1,0347",1
"17,73","23,07","7,8110","2,8129","6,0258","0,0293","1,3793",1
"31,05","20,29","6,9343","3,4469","9,4253","0,0422","0,3239",1
"16,12","26,41","5,6360","5,4249","9,4512","0,0266","0,6380",1
"15,04","29,73","6,7910","2,6959","9,2197","0,0476","0,3458",1
"18,38","20,72","6,3744","4,5268","6,2124","0,0454","0,0695",1
"33,87","29,68","6,5142","5,6193","9,4265","0,0359","0,2184",1
"32,19","16,22","7,3490","5,0824","9,3130","0,0319","0,2842",1
"32,37","21,01","6,8007","3,5928","6,2255","0,0374","0,1578",1
"16,23","17,62","7,4893","4,1062","6,2746","0,0480","1,1215",1
"15,58","22,24","7,4092","4,6237","6,0862","0,0263","1,2973",1
"19,91","16,21","7,7539","5,1514","9,0794","0,0304","0,2409",1
